"","_id","REPORT_YEAR","CATEGORY","SUBTYPE","ASSAULT_SUBTYPE","SEX","AGE_GROUP","AGE_COHORT","COUNT_"
"1230",1230,2022,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","53"
"1231",1231,2020,"Crimes Against the Person","Assault","Other","M","Adult","45 to 54","1267"
"1232",1232,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","25 to 34","1"
"1233",1233,2022,"Crimes Against the Person","Other","N/A","M","Adult","18 to 24","183"
"1234",1234,2023,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Youth","12 to 17","1"
"1235",1235,2019,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","4"
"1236",1236,2017,"Crimes Against the Person","Other","N/A","M","Youth","12 to 17","173"
"1237",1237,2016,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12 to 17","48"
"1238",1238,2022,"Crimes Against the Person","Sexual Violation","N/A","U","Adult","25 to 34","3"
"1239",1239,2019,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","74"
"1240",1240,2016,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","45"
"1241",1241,2016,"Crimes Against the Person","Other","N/A","F","Adult","65+","102"
"1242",1242,2020,"Crimes Against the Person","Assault","Other","U","Adult","65+","1"
"1243",1243,2021,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","55 to 64","3"
"1244",1244,2018,"Crimes Against the Person","Other","N/A","U","Adult","18 to 24","1"
